label,created_at,full_text,lang,user_name
,Tue Mar 14 22:30:08 +0000 2017,"For the 10th year in a row, we were named to @ethisphere’s #WorldsMostEthicalCompanies: https://t.co/PXxqiiVIkp https://t.co/vR9hFObH1i",en,Accenture
,Tue Mar 14 21:00:09 +0000 2017,"Pi never stops and neither should you. This #PiDay, be Greater Than. https://t.co/VeahA6tscr",en,Accenture
,Tue Mar 14 15:33:31 +0000 2017,RT @WIREDInsider: An in-depth look into how companies are really using AI. https://t.co/LnZjWrqP7h,en,Accenture
,Tue Mar 14 15:23:49 +0000 2017,"RT @AccentureSocial: Imagine being able to ""sense"" your environment, not just see it! Read how we #InnovateNow at #SXSW17: https://t.co/YzS…",en,Accenture
,Tue Mar 14 00:33:10 +0000 2017,"Here's how we did #AI at #SXSW: Meet PartyBOT, everyone's new favorite guest. Via @engadget https://t.co/KAwUllP8jW",en,Accenture
,Mon Mar 13 16:30:08 +0000 2017,"Whether you're at #SXSW or following from your desk, check out what we've been up to via @Fjord: https://t.co/FvGbMNoOxP #InnovateNow https://t.co/WPzVcdPDev",en,Accenture
,Mon Mar 13 15:35:06 +0000 2017,"#GettingtoEqual identifies three powerful equalizers to help close the pay gap, faster. https://t.co/1UTHCiT0cr https://t.co/cFcTP9w3ga",en,Accenture
,Mon Mar 13 01:12:18 +0000 2017,We're showing how to #InnovateNow at #SXSW this week. Check out some of the highlights: https://t.co/jX2d7RjLXC https://t.co/da4DgHMTnf,en,Accenture
,Sun Mar 12 22:00:11 +0000 2017,"Heard at #IWD2017 this week...
 
Want more great wisdom from women leaders? Look here 👀:--&gt; https://t.co/EICzogt5VW #GettingtoEqual https://t.co/VKfs0foobB",en,Accenture
,Sat Mar 11 17:34:05 +0000 2017,"Heard at #IWD2017 via @SallieKrawcheck
 
Want more great advice? Catch the video replays 🎥:: https://t.co/5EBbL6TNwF #GettingtoEqual https://t.co/ui6aptfDp8",en,Accenture
,Fri Mar 10 18:43:21 +0000 2017,LIVE on #Periscope: @StaceyJonesACN reflects on our #IWD2017 broadcast with @PattieSellers #GettingtoEqual https://t.co/YT1zY7EPQP,en,Accenture
,Fri Mar 10 18:19:39 +0000 2017,.@RebeccaMinkoff @JulieSweet2 Thanks for joining us for #IWD2017. Here's to #GettingtoEqual! https://t.co/kBHdGD7RN2,en,Accenture
,Fri Mar 10 18:13:56 +0000 2017,With digital we can make gender equality a reality. Read our report here: https://t.co/2aYxJivpLJ #GettingToEqual #IWD2017 https://t.co/ceRYgPucLd,en,Accenture
,Fri Mar 10 18:05:37 +0000 2017,".@RebeccaMinkoff: ""Our brand is to inspire women to be fearless"" / with @JulieSweet2 #GettingtoEqual #IWD2017 https://t.co/AjS7RFBxqL",en,Accenture
,Fri Mar 10 17:54:55 +0000 2017,".@karaswisher: ""People that stick to their guns in reporting do well"" / with @Sandervtn #GettingtoEqual #IWD2017 https://t.co/cbuFxqI3ja",en,Accenture
,Fri Mar 10 17:20:17 +0000 2017,LIVE on #Periscope: @Sandervtn talks with @Recode's @karaswisher live from our #IWD2017 broadcast https://t.co/bMINBeKgaI,en,Accenture
,Fri Mar 10 17:09:01 +0000 2017,"@CarolineGhosn: ""We need to use tech to democratize how people access mentorship"" #GettingtoEqual #IWD2017 https://t.co/bsZTKWXIsP",en,Accenture
,Fri Mar 10 17:01:00 +0000 2017,".@EllynJShook1: ""@MariaKlawe gave me very practical steps to change the face of Accenture. It was about disruption to get a better outcome"" https://t.co/ByEwXUw410",en,Accenture
,Fri Mar 10 16:34:29 +0000 2017,"@julialandauer: ""As a woman who is trying to dominate in a male field, you have to go after what you love with a ""can do"" attitude"" #IWD2017 https://t.co/UUJCFusyvX",en,Accenture
,Fri Mar 10 16:29:13 +0000 2017,"@minniemelange ""I started blogging and an audience came. Social media has changed my life - made what I look like irrelevant #IWD2017 https://t.co/VCEEWJMnAa",en,Accenture
,Fri Mar 10 16:11:40 +0000 2017,".@Accenture's Kathleen O’Reilly on a good mentor: ""Someone who will push you and pull you.. honesty, transparency and trust""#IWD2017 https://t.co/hMoLjL4sSu",en,Accenture
,Fri Mar 10 15:54:25 +0000 2017,Thanks for joining us @julialandauer. Here's to #GettingtoEqual! https://t.co/Z1nT5u6cco,en,Accenture
,Fri Mar 10 15:51:04 +0000 2017,".@JoannLublin on mentors ""It's got to be a two way street"" #GettingtoEqual #IWD2017 https://t.co/yPvYaYhuBu",en,Accenture
,Fri Mar 10 15:18:55 +0000 2017,LIVE on #Periscope: @EllynJShook1 joins @SallieKrawcheck to talk #IWD2017 #GettingToEqual https://t.co/YUD835xVoc,en,Accenture
,Fri Mar 10 15:05:34 +0000 2017,RT @minniemelange: Final stop before home - speaking at @Accenture's International Women's Day event about 'Embracing the New'. #GettingtoE…,en,Accenture
,Fri Mar 10 15:04:30 +0000 2017,".@SallieKrawcheck on the power of social media: ""The ability to connect with people you can't get connected with offline"" #IWD2017 https://t.co/FImOG5bvgO",en,Accenture
,Fri Mar 10 14:52:11 +0000 2017,"Friends in room: ""@Columbia Engineering getting close to 50/50 admissions, partly thx to @GirlsWhoCode partnership"" @IWD2017 https://t.co/B1sOXKAwhM",en,Accenture
,Fri Mar 10 14:18:47 +0000 2017,".@DebbiePolishook ""Every level in every organization is 50/50. That to me is #GettingtoEqual #IWD2017 https://t.co/v7FkHl2ZN2",en,Accenture
,Fri Mar 10 14:08:15 +0000 2017,RT @roxtayor: Agree @lynnhmcmahon ''Part of leading in the new is investing in yourself.'' #IWD2017 #GettingtoEqual,en,Accenture
,Fri Mar 10 14:07:26 +0000 2017,".@edhawan, @DebbiePolishook, @HARRISFAULKNER and Debra King talk Leading in the New #GettingtoEqual #IWD2017 https://t.co/xa3BsM4rTX",en,Accenture
,Fri Mar 10 13:54:34 +0000 2017,.@JulieSweet2 and @HARRISFAULKNER visualizing the pay gap with the audience. #GettingtoEqual #IWD2017 https://t.co/rugfKfCOnl,en,Accenture
,Fri Mar 10 13:40:26 +0000 2017,"RT @EllevateNtwk: .@JulieSweet2 :""We're here to celebrate the progress we've made and the incredible accomplishments of women around the wo…",en,Accenture
,Fri Mar 10 13:20:05 +0000 2017,Join our live #IWD2017 celebration at 8:30 AM ET. #GettingtoEqual #InternationalWomensDay https://t.co/1umRFx7kRD https://t.co/Oma4bVDZbl,en,Accenture
,Fri Mar 10 13:12:21 +0000 2017,LIVE on #Periscope: @JulieSweet2 and @lynnhmcmahon from our #NYC #IWD2017 broadcast. https://t.co/wp2VUqoB0e,en,Accenture
,Thu Mar 09 23:22:52 +0000 2017,"LIVE NOW - @JulieSweet2 joins @FortuneMagazine's #100BestCos CEO Panel
 
🎥  👀  Watch: https://t.co/suqnuct8cm",en,Accenture
,Thu Mar 09 19:30:08 +0000 2017,"The pay gap is real. #GettingtoEqual research identifies how we can close it, faster. #IWD2017 https://t.co/PlnwkB1j5W https://t.co/bDOZQ0AyII",en,Accenture
,Thu Mar 09 18:30:11 +0000 2017,"Great job, @cityofmelbourne. Further proof a woman can do any job just as well as a man 🚦 https://t.co/OH8llzsLLi #IWD2017 #GettingtoEqual https://t.co/ZS8qudcunB",en,Accenture
,Thu Mar 09 17:20:06 +0000 2017,"Join our live #IWD2017 celebration from Hong Kong, Frankfurt and NYC tomorrow, March 10. #GettingtoEqual https://t.co/qHAJzy6WGw https://t.co/8jRuUtBzqN",en,Accenture
,Thu Mar 09 15:13:08 +0000 2017,@Crystal1Johnson 🙌 https://t.co/6pjyqyc4aa,und,Accenture
,Thu Mar 09 15:10:24 +0000 2017,"@NTIAGov We’ve got the numbers, now let’s put them to use. Technology is a key way we’re #GettingToEqual #InternationalWomensDay",en,Accenture
,Thu Mar 09 15:07:05 +0000 2017,@billnyefilm @BillNye Couldn't agree more. Looking forward to someday learning from “Sal the Science Gal”! #InternationalWomensDay,en,Accenture
,Thu Mar 09 14:47:31 +0000 2017,"@HarvardHBS Here’s 3 more: Digital fluency, career strategy &amp; tech immersion are 3 ways to help close the gap --&gt; https://t.co/8j5rTOnHVn",en,Accenture
,Thu Mar 09 12:46:09 +0000 2017,We're proud to be on @FortuneMagazine's 100 Best Companies list for the 9th year in a row. https://t.co/KobHqtzUNZ #100BestCos https://t.co/pFh8pRZg8x,en,Accenture
,Wed Mar 08 23:52:47 +0000 2017,🤔 What can women achieve?,en,Accenture
,Wed Mar 08 22:41:48 +0000 2017,"For #InternationalWomensDay, our CHRO @EllynJShook1 shares what we’re doing about #GettingtoEqual: https://t.co/EsiQW3k8bN https://t.co/frivYsyqb3",en,Accenture
,Wed Mar 08 22:34:07 +0000 2017,Happy #InternationalWomensDay! The future workforce must be an equal workforce 🙌  https://t.co/iyWzgXxBXr https://t.co/dCkoSxlqZT,en,Accenture
,Wed Mar 08 20:43:35 +0000 2017,.@NASA @NASA_Astronauts @WomenNASA Amazing to see such inspirational woman in #STEM. We need more like them! #InternationalWomensDay #STEM https://t.co/XHENZ9RA2S,en,Accenture
,Wed Mar 08 20:15:06 +0000 2017,"Register for our #IWD2017 broadcast on March 10 to hear @KaraSwisher, @Sandervtn and more. #GettingtoEqual. https://t.co/gw3jU5kREH https://t.co/BCluhNMbiP",en,Accenture
,Wed Mar 08 20:15:04 +0000 2017,Interesting #IWD2017 research by @LinkedIn that used their site #data to study women leaders --&gt; https://t.co/w6Fh6IFNnU #GettingtoEqual,en,Accenture
,Wed Mar 08 19:34:32 +0000 2017,🎓 off to the Informatics students at @InfAtEd who made this video about women in #STEM. Watch here: https://t.co/nbL6sZrERc #IWD2017,en,Accenture
,Wed Mar 08 19:00:08 +0000 2017,"Register for our #IWD2017 broadcast on March 10 to hear from @RebeccaMinkoff, @JulieSweet2 + more. #GettingtoEqual https://t.co/aCqyT2Hcxb https://t.co/CLjiZQnm3I",en,Accenture
,Wed Mar 08 17:52:20 +0000 2017,".@jk_rowling ✨ Without Hermione, Harry would've never made it through Hogwarts. #InternationalWomensDay",en,Accenture
,Wed Mar 08 17:22:14 +0000 2017,"Agreed, @UN_Women. Encouraging young girls to pursue #STEM is essential to closing the gender gap. https://t.co/4UlrF3Q0Fc #IWD2017",en,Accenture
,Wed Mar 08 15:10:46 +0000 2017,"A new @FortuneMagazine article hits the key points:
 
📲 Digital fluency
🚀 Tech immersion
⬆️ Aiming high
 
#IWD2017 https://t.co/wuokNbbaK6",en,Accenture
,Wed Mar 08 13:00:11 +0000 2017,We're proud to celebrate #IWD2017! Learn more about our live broadcast on Friday and #GettingtoEqual research: https://t.co/IKenQNORT8 https://t.co/iWKXHIf8ep,en,Accenture
,Tue Mar 07 13:22:44 +0000 2017,"Our new #GettingtoEqual research explains how we can close the gender pay gap much, much sooner. Find out: https://t.co/0izNi0WcvH https://t.co/QbFJ0SJqIm",en,Accenture
,Mon Mar 06 22:00:07 +0000 2017,Proud to give female academics the recognition they deserve via  #WomenonWalls initiative. #IWD2017 #GettingtoEqual https://t.co/5OHWiT9wve,en,Accenture
,Mon Mar 06 19:40:19 +0000 2017,How can digital help women advance at work and close the gender pay gap? Find out tomorrow. #GettingtoEqual #IWD2017 https://t.co/hoPF3UYeMJ,en,Accenture
,Sat Mar 04 03:00:05 +0000 2017,"In a new blog post, our Sean Peterson dives into the return of #CustomApp Development and #Cloud. https://t.co/gPbbQUIVP3 https://t.co/zlIDh2KX4i",en,Accenture
,Fri Mar 03 16:45:07 +0000 2017,Join us on March 10 for our global #IWD2017 broadcast—a day of celebration and inspiration: https://t.co/QsgsHKsd66 #GettingtoEqual https://t.co/0JyjZxiZtK,en,Accenture
,Fri Mar 03 03:00:07 +0000 2017,Helping @MerckforMothers improve outcomes in under-resourced countries. Learn about the new Accenture Life Sciences. https://t.co/hciUymdcyT https://t.co/Y64yx9jJSq,en,Accenture
,Thu Mar 02 23:30:05 +0000 2017,#RiskManagement without digital is like rowing with just one oar. #CFO https://t.co/Q0myarNF2I https://t.co/I58BwTXmG6,en,Accenture
,Thu Mar 02 21:45:21 +0000 2017,Who will win this year’s #ConsumerTech Awards at #M2020? @AccentureRetail will announce the winners at 5pm EST. https://t.co/5zxWJ0BUAu,en,Accenture
,Thu Mar 02 19:00:12 +0000 2017,Does your firm know the similarities &amp; differences between how men &amp; women view career capital? #EmployeeExperience https://t.co/sc42hqJaoU,en,Accenture
,Thu Mar 02 16:00:08 +0000 2017,"Learn how robots, prescriptive analytics, and artificial intelligence are unleashing human potential. https://t.co/CwqYaA1WRs #AI",en,Accenture
,Thu Mar 02 13:00:05 +0000 2017,"Learn how business  leaders are finally speaking the ""language of loyalty."" https://t.co/nLYThAGffe",en,Accenture
,Thu Mar 02 10:00:05 +0000 2017,We're proud to be the main sponsor of GSMA's gender balance program at Mobile World Congress 2017. https://t.co/rEHGIOGORQ https://t.co/qJUOZ105Up,en,Accenture
,Thu Mar 02 00:30:06 +0000 2017,Register for our #IWD2017 celebration on March 10 to hear from women change-makers: https://t.co/hlzdXV8Qok #GettingtoEqual https://t.co/T3oGiAsnX8,en,Accenture
,Wed Mar 01 23:00:11 +0000 2017,We’re sponsoring @HarvardBiz Insight Center to discuss why banking’s future starts with banking on #blockchain: https://t.co/sBLGa1BWBn https://t.co/bMch44uTds,en,Accenture
,Wed Mar 01 21:30:06 +0000 2017,"In the United Kingdom, the #loyalty language is changing. Do you speak the new dialect? #GCPR https://t.co/3j7yCYyYLw https://t.co/tRrYKTWcdb",en,Accenture
,Wed Mar 01 19:30:07 +0000 2017,The hottest minds on Wall Street may now be housed within machines. Learn more. https://t.co/rtdj16W8Bv #IBTop10 #AI https://t.co/ao5azvYuJ7,en,Accenture
,Wed Mar 01 17:30:04 +0000 2017,Oil and gas companies now have opportunities to add digital tools boosting profits for supply chain networks. https://t.co/17vujBocKm,en,Accenture
,Wed Mar 01 16:53:45 +0000 2017,RT @AccentureCapMkt: Robotic Process Automation could help #AssetManagers in many ways. Accenture explains: https://t.co/M253tvGP56 https:/…,en,Accenture
,Wed Mar 01 15:32:51 +0000 2017,"Even in a #digital world, selling complex financial products demands a personal touch. https://t.co/IJKVoU2F87",en,Accenture
,Wed Mar 01 13:30:05 +0000 2017,Our own Bob Sell will deliver a keynote speech on gender diversity at #MWC17 during the Women 4 Tech Summit. https://t.co/cVZw0AkH8d https://t.co/QpCC84Qyot,en,Accenture
,Wed Mar 01 11:30:06 +0000 2017,"To build confidence in their cyber-security, insurers need to change their approach to such threats. https://t.co/NxPGOhZ1AK",en,Accenture
,Wed Mar 01 09:30:06 +0000 2017,"On #ZeroDiscriminationDay, see how this leader handles unconscious bias. #LGBT https://t.co/r0fR6mRTv1 https://t.co/p344AL0JSA",en,Accenture
,Wed Mar 01 03:30:05 +0000 2017,Ready to take #procurement to the next level? E-marketplace technology is changing the game in natural resources. https://t.co/07sdvoT50r https://t.co/bMqhYNKdPn,en,Accenture
,Wed Mar 01 01:00:11 +0000 2017,How can #healthcare accelerate innovation? Meet John Blank. https://t.co/ifcVboqzPB https://t.co/WHvHGFwW6K,en,Accenture
,Tue Feb 28 23:00:06 +0000 2017,Will downward pressure on fees continue for #AssetManagers in 2017? Accenture explains: https://t.co/B7voBgBkq0 https://t.co/xxndEz6Dwa,en,Accenture
,Tue Feb 28 21:00:04 +0000 2017,Robotic Process Automation presents a huge opportunity. Life insurers must embrace it. #RPA https://t.co/k69ixYDtQt,en,Accenture
,Tue Feb 28 19:00:06 +0000 2017,We asked oil and gas execs about their digital spend – check out the surprising results. https://t.co/fD9K2r6QRC https://t.co/6V75v8JpU0,en,Accenture
,Tue Feb 28 17:30:07 +0000 2017,How will the next phase of uncleared margin rules affect small and large financial institutions? Read the new blog: https://t.co/HgMjYuYLyk https://t.co/NOuveyKVjm,en,Accenture
,Tue Feb 28 13:15:42 +0000 2017,We're proud to be a @_NAFE_ Top Company for Executive Women for the sixth year. https://t.co/ogTDSdQfxx #NAFETop https://t.co/dscuT2WJNG,en,Accenture
,Tue Feb 28 12:00:07 +0000 2017,"To remain relevant, telcos must transform and create the digital workforce of the future. https://t.co/I1tvjshZLo https://t.co/H7uFUQ4Xky",en,Accenture
,Tue Feb 28 10:00:03 +0000 2017,Discover three industry-leading practices that help CISOs make cybersecurity business-relevant. https://t.co/gVldZcgG9I,en,Accenture
,Tue Feb 28 00:00:06 +0000 2017,Learn how we helped Sakthi turn its growth vision into reality with a comprehensive #CustomerStrategy https://t.co/CtoZtuT50R https://t.co/9J0jx1a6oi,en,Accenture
,Mon Feb 27 22:47:04 +0000 2017,"New is not waiting for the world to change. Join our global  #IWD2017 broadcasts on 3/10 #GettingtoEqual 
https://t.co/0bqEKFP2P9 https://t.co/RUvcDGxBNz",en,Accenture
,Mon Feb 27 20:30:26 +0000 2017,Deciding where to have a presence is a key question for investment banks in 2017. Learn more: https://t.co/9JTqosSGAU,en,Accenture
,Mon Feb 27 18:30:08 +0000 2017,"Read about the benefits to organizations who challenge the status quo and build new, integrated operating models. https://t.co/HQ7LUohhQC",en,Accenture
,Mon Feb 27 16:36:42 +0000 2017,RT @AccentureCapMkt: Our annual #IBTop10 series looks at the top 10 challenges facing investment banks this year. #MondayMotivation https:/…,en,Accenture
,Mon Feb 27 14:00:07 +0000 2017,Integrated operating models help reduce complexity by breaking down functional silos. #SharedServices https://t.co/bDM3kNCtWu https://t.co/qetWtYwdfp,en,Accenture
,Mon Feb 27 12:00:03 +0000 2017,Consumer demand for competitive pricing puts pressure on insurers’ ties with customers says @gasc_jean. https://t.co/lQpMf9BScc,en,Accenture
,Mon Feb 27 10:00:08 +0000 2017,What do Hollywood and #AssetManagers have in common? @gmhealy explains: https://t.co/ogItihdHe9,en,Accenture
,Mon Feb 27 08:00:05 +0000 2017,Tailored advice is a priority for Quality Seeker investment advisor customers. See #FSConsumerStudy infographic. https://t.co/8RXarkQz3q https://t.co/Cn1XxkxGcK,en,Accenture
,Mon Feb 27 03:00:06 +0000 2017,See what makes a team leader effective. #WomenLeaders https://t.co/VVA0LfwCCf https://t.co/iT3FEVcptC,en,Accenture
,Sat Feb 25 04:30:07 +0000 2017,#AI holds promise to transform operations and business processes. We explore in this blog series. https://t.co/QeEMGAL5RG https://t.co/t8RiZQgo0K,en,Accenture
,Sat Feb 25 00:30:04 +0000 2017,"New entrants get all the attention, but traditional firms are transforming robo-advice. Learn more: https://t.co/mTj658EE1U @kennyt5 https://t.co/0xSWPYdzl9",en,Accenture
,Fri Feb 24 23:50:42 +0000 2017,RT @Accenture_US: Innovation awaits. Learn about our new Innovation Hub in Houston. https://t.co/Erd0IUOCjB https://t.co/7ueV58NHNv,en,Accenture
,Fri Feb 24 22:03:06 +0000 2017,Save the date for our global #IWD2017 broadcasts on 3/10. Register today: https://t.co/RCSoLzOD5S #GettingtoEqual https://t.co/MmlVaWXeH6,en,Accenture
,Fri Feb 24 20:30:10 +0000 2017,"For #AfricanAmericanHistoryMonth, see how to bring out the best in leaders. #InspiringWomen https://t.co/Do82lnoDR7 https://t.co/vGqNNaLV1w",en,Accenture
,Fri Feb 24 18:30:11 +0000 2017,Feb is #HeartHealth month. 💓  We’re proud to be building data-driven digital solutions for heart failure patients with @BostonSci. https://t.co/Zxo5BeeIfH,en,Accenture
,Fri Feb 24 16:00:12 +0000 2017,Where do German graduates stand out? And where do they fall short in the #FutureWorkforce? https://t.co/NTN7kxchOR https://t.co/7UZj65zsKW,en,Accenture
,Fri Feb 24 13:00:10 +0000 2017,We just made #blockchain security a reality. Read more about it here: https://t.co/9FxOrPbA6c https://t.co/B8QLu00vGP,en,Accenture
,Fri Feb 24 11:00:04 +0000 2017,#Marketing in the New: Return on the individual now replaces traditional measures of value. https://t.co/wdMOkjaxAT https://t.co/bw53zs0As9,en,Accenture
,Thu Feb 23 23:45:06 +0000 2017,"With @jhrnews, we're connecting the remote communities of Canada with our Skills to Succeed program. Learn more: https://t.co/RXmd9tGPUy https://t.co/e2csG82ID1",en,Accenture
,Thu Feb 23 20:30:09 +0000 2017,"Introduce a Girl to Engineering Day, see why girls must learn STEM skills early. https://t.co/NIfFzgSHgD #GirlPower https://t.co/nQNFixzQcW",en,Accenture
,Thu Feb 23 18:30:07 +0000 2017,"What did nearly 10,000 financial customers say about their investment advice preferences? See #FSConsumerStudy video https://t.co/24abGtR0oT https://t.co/8VnY2N4o7g",en,Accenture
,Thu Feb 23 16:30:09 +0000 2017,Helping hearts heal. Check out our data-driven #DigitalHealth solution with @bostonsci. https://t.co/GOjgPQMcfQ https://t.co/tMNynUM7kP,en,Accenture
,Thu Feb 23 14:30:40 +0000 2017,#AI plays a major role fueling #innovation. Kaushal Mody explains. #AIforGood https://t.co/iwzNYizGt1 https://t.co/mxaqvL9eUR,en,Accenture
,Thu Feb 23 03:30:07 +0000 2017,Chief Financial Officers are embarking on a transformational era of technology-enabled finance. #SAPFIN #CFO https://t.co/6m7XY881wk https://t.co/UkaEk7pQ6B,en,Accenture
,Thu Feb 23 02:00:04 +0000 2017,"In the United States, the #loyalty language is changing. Do you speak the new dialect? #GCPR https://t.co/5k29lYs8NA https://t.co/QakNq7ahY1",en,Accenture
,Thu Feb 23 00:31:05 +0000 2017,Our UKI study found #STEM preconceptions keep girls from succeeding. Let’s turn this around. https://t.co/FTA4lzc788 #girlsinSTEM https://t.co/4F6rEGnsaN,en,Accenture
,Wed Feb 22 23:00:05 +0000 2017,Want #blockchain API security with no weak links? We have you covered: https://t.co/Dd8CLOPYQ7 https://t.co/cdOTwcVFlz,en,Accenture
,Wed Feb 22 21:30:05 +0000 2017,What comes after contactless payments? Here’s how fuel retailers can adapt regardless. https://t.co/9vsiLwNAok https://t.co/bZGpHASJ2r,en,Accenture
,Wed Feb 22 20:00:05 +0000 2017,Emotion &amp; brand perception drive consumer banking decisions more than you might think. Learn more from @rogerdooley. https://t.co/LgDQRKggNy https://t.co/qcAmZ0S1z7,en,Accenture
,Wed Feb 22 18:33:16 +0000 2017,RT @Accenture_US: Proud to invest in innovation. Delighted to open our new Innovation Hub in Houston https://t.co/zR1Gob6DdK https://t.co/r…,en,Accenture
,Wed Feb 22 05:30:05 +0000 2017,When do #BusinessApplications make the most sense? Our Umesh Thakkar tackles the question in a new blog. https://t.co/XPUq2gpbx0 #HIMSS17 https://t.co/F18GYLJINz,en,Accenture
,Wed Feb 22 04:00:03 +0000 2017,Do you know who CEOs in Australia believe is responsible for disruptive growth? #CMO https://t.co/dWPa9aIy2I,en,Accenture
,Wed Feb 22 02:00:05 +0000 2017,Six aspirations and practices will truly distinguish your #procurement program: https://t.co/o8KwtYwKpV #6Distinctions https://t.co/vIaV7H3OxO,en,Accenture
,Wed Feb 22 00:47:04 +0000 2017,We're proud to be named to @FortuneMagazine #BestWorkplaces for Consulting &amp; Professional Services: https://t.co/5oimJZo2Ru https://t.co/XJEyCWg1gc,en,Accenture
,Tue Feb 21 23:00:05 +0000 2017,At #SAPFIN we discuss the #DigitalFinance Function and the biggest opportunities for finance pros to deliver growth. https://t.co/kHox6u7UXh https://t.co/hUYj7459zq,en,Accenture
,Tue Feb 21 21:30:04 +0000 2017,Want to help solve the world’s greatest challenges? Our Corinne Schlösser-Rinkel on finding success in #chemicals: https://t.co/hlsheozv8s https://t.co/kat0BjdD7K,en,Accenture
,Tue Feb 21 20:00:06 +0000 2017,"#DigitalHealth means maximizing innovation. Meet @bkalis, who understands how. https://t.co/37LVbyC6m8 https://t.co/ddMvUb5iMh",en,Accenture
,Tue Feb 21 18:00:08 +0000 2017,"#DigitalTransformation is about building ecosystems and connectedness, says @BarclaysUK CEO @avvaswani. #WEF17 https://t.co/4PgEXSoNyZ https://t.co/gU51DUaNvD",en,Accenture
,Tue Feb 21 16:30:08 +0000 2017,#Marketing in the New: Throw out the talent rulebook – your workforce now includes robots. https://t.co/XLEZdHf4U1 https://t.co/03bpj5uTnt,en,Accenture
,Tue Feb 21 15:00:06 +0000 2017,Discover @AccentureLifSci Intelligent Patient Service Exchange plug and play #apps that provide targeted services. https://t.co/1IiFfUcJXW https://t.co/UD13iJgLht,en,Accenture
,Tue Feb 21 03:00:10 +0000 2017,Learn about our six aspirations and practices of a truly distinguished #procurement program: #6Distinctions https://t.co/3423oF9zBn https://t.co/JgCCJOBuVI,en,Accenture
,Tue Feb 21 01:00:05 +0000 2017,State of the global steel industry: The struggle to survive and thrive. Read the Natural Resources blog post here. https://t.co/fd1QMsavqx,en,Accenture
,Mon Feb 20 23:00:04 +0000 2017,AI is no longer about how your company does things – it’s who you are. https://t.co/KrsRKQk6hJ,en,Accenture
,Mon Feb 20 20:00:28 +0000 2017,"1 in 4 U.S. consumers have had their healthcare data stolen, our @AccentureHealth survey finds: https://t.co/2hNikuImAJ #HealthIT https://t.co/02L844cXFH",en,Accenture
,Mon Feb 20 18:08:52 +0000 2017,The new model for attracting and retaining utility talent? Model digital to the max. https://t.co/EW2YLb0scl https://t.co/rFVyN1PbIh,en,Accenture
,Mon Feb 20 13:00:09 +0000 2017,Do you know who CEOs in the UK believe is responsible for disruptive growth? #CMO https://t.co/rtGMu187Pz,en,Accenture
,Mon Feb 20 08:00:10 +0000 2017,Read a #cloud blog post from @mliebow on how a #JourneyToCloud can lead to “culture clash” and what to do about it. https://t.co/amZLNp4kyK https://t.co/F71mbfixge,en,Accenture
,Mon Feb 20 03:00:05 +0000 2017,"For #AfricanAmericanHistoryMonth, see how this woman turned her life around #HiringOurHeroes. https://t.co/HfHt92Y26B https://t.co/3BSDgioKtx",en,Accenture
,Sat Feb 18 05:30:03 +0000 2017,"As customer behavior evolves, utilities must take into account the changing nature of power demand and delivery. https://t.co/jjNcVBQgnX",en,Accenture
,Sat Feb 18 04:00:06 +0000 2017,Cloud-based services could be redefining how investment banks approach their operating models and IT systems. https://t.co/jP5RvuEG9p,en,Accenture
,Sat Feb 18 02:30:05 +0000 2017,We discussed how #AI can deliver sophisticated business outcomes; on to the next topic: growth. Our Kaushal Mody. https://t.co/u2hX1rrIkv https://t.co/QL6Nh7Kci8,en,Accenture
,Sat Feb 18 01:00:04 +0000 2017,You can't stop unforeseen events from threatening firms. But you can have the right set of tools to deal with them. https://t.co/iH6p6esrYe,en,Accenture
,Fri Feb 17 23:30:07 +0000 2017,Self service is a top priority for banking Nomads. Our infographic shows what else they value. #FSConsumerStudy https://t.co/pKIGOXUdEN https://t.co/Lg99Il634Q,en,Accenture
,Fri Feb 17 22:00:07 +0000 2017,Energy company SARLUX has created an energy monitoring tool. See how Accenture helped.​ https://t.co/124S8iwRwm https://t.co/pMZM50Rf6Y,en,Accenture
,Fri Feb 17 21:02:03 +0000 2017,Listen to our @FRogerFord and @pauldaugh share thoughts on how digital and tech impacts international dev. #WEF17 https://t.co/iX679sjFzg,en,Accenture
,Fri Feb 17 20:18:52 +0000 2017,RT @Accenture_US: Our CEO-North America @JulieSweet2 shares more on our commitment to accelerating innovation investment in U.S.: https://t…,en,Accenture
,Fri Feb 17 19:00:10 +0000 2017,We’ll be in Dallas Feb 21-22 for #SAPFIN ready to talk how #S4HANA enables the digital enterprise. https://t.co/AC39szA4lX https://t.co/U5E6d7Nf78,en,Accenture
,Fri Feb 17 17:30:05 +0000 2017,Key distributed ledger risks are addressed with our new #blockchain solution. Find out more: https://t.co/7UvLdqIJ9S https://t.co/84mivhGhw7,en,Accenture
,Fri Feb 17 16:00:07 +0000 2017,".@awscloud has hit mainstream, yet some businesses still hesitate. Make a solid case to C-suite - our @JasonKemper. https://t.co/c5jzACsnlk https://t.co/IcD1Tm0BWa",en,Accenture
,Fri Feb 17 14:00:28 +0000 2017,"For Introduce a Girl to Engineering Day, see how to make learning tech skills fun. #GirlPower​ https://t.co/z16yOW1qQ9 https://t.co/sECDmLlBaM",en,Accenture
,Fri Feb 17 11:01:39 +0000 2017,RT @Accenture_US: We're opening 10 innovation hubs across the U.S. in the next 4 years. Learn more about our investment in the U.S.: https:…,en,Accenture
